Number,Name,Trimmed Name,Assists,Goals,Ds,Turnovers,Team,Home/Away,Week,Opponent
77,Liz Gardner,Liz Gardner,,,2,,Philadelphia Surge,Away,4,POR
77,Liz Gardner,Liz Gardner,0,1,0,0,Philadelphia Surge,Away,5,RAL
77,Liz Gardner,Liz Gardner,,,,,Philadelphia Surge,Away,7,DC
77,Liz Gardner,Liz Gardner,,,,,Philadelphia Surge,Home,8,POR
77,Liz Gardner,Liz Gardner,,,,,Philadelphia Surge,Home,10,ATX
22,Liz Hart,Liz Hart,,4,3,,Philadelphia Surge,Home,2,NY
22,Liz Hart,Liz Hart,1,,1,,Philadelphia Surge,Away,4,POR
22,Liz Hart,Liz Hart,0,0,1,2,Philadelphia Surge,Away,5,RAL
22,Liz Hart,Liz Hart,,2,,,Philadelphia Surge,Away,7,DC
22,Liz Hart,Liz Hart,1,1,,2,Philadelphia Surge,Home,8,POR
22,Liz Hart ,Liz Hart,,2,1,2,Philadelphia Surge,Home,10,ATX
0,Madison Cannon,Madison Cannon,,1,,1,Philadelphia Surge,Away,4,POR
0,Madison Cannon,Madison Cannon,0,1,0,0,Philadelphia Surge,Away,5,RAL
0,Madison Cannon,Madison Cannon,,,,,Philadelphia Surge,Away,7,DC
0,Madison Cannon,Madison Cannon,,,,,Philadelphia Surge,Home,8,POR
16,Meg Wadlinger,Meg Wadlinger,,,,,Philadelphia Surge,Home,2,NY
16,Meg Wadlinger,Meg Wadlinger,,,,,Philadelphia Surge,Away,4,POR
16,Meg Wadlinger,Meg Wadlinger,,,,,Philadelphia Surge,Away,7,DC
16,Meg Wadlinger,Meg Wadlinger,,,,,Philadelphia Surge,Home,8,POR
16,Meg Wadlinger,Meg Wadlinger,,,,,Philadelphia Surge,Home,10,ATX
23,Natalie Bova,Natalie Bova,1,2,,,Philadelphia Surge,Home,2,NY
23,Natalie Bova,Natalie Bova,0,1,0,3,Philadelphia Surge,Away,5,RAL
23,Natalie Bova,Natalie Bova,,1,,3,Philadelphia Surge,Away,7,DC
23,Natalie Bova,Natalie Bova,2,1,1,,Philadelphia Surge,Home,8,POR
23,Natalie Bova,Natalie Bova,,2,,1,Philadelphia Surge,Home,10,ATX
7,Nikki Tucker,Nikki Tucker,1,,1,,Philadelphia Surge,Home,2,NY
7,Nikki Tucker,Nikki Tucker,3,,,1,Philadelphia Surge,Away,4,POR
7,Nikki Tucker,Nikki Tucker,0,0,0,0,Philadelphia Surge,Away,5,RAL
7,Nikki Tucker,Nikki Tucker,,,,,Philadelphia Surge,Away,7,DC
7,Nikki Tucker,Nikki Tucker,,,,,Philadelphia Surge,Home,8,POR
7,Nikki Tucker,Nikki Tucker,,,1,1,Philadelphia Surge,Home,10,ATX
3,Rachel Alfano,Rachel Alfano,1,3,,,Philadelphia Surge,Home,2,NY
3,Rachel Alfano,Rachel Alfano,3,3,,,Philadelphia Surge,Away,4,POR
3,Rachel Alfano,Rachel Alfano,1,1,0,1,Philadelphia Surge,Away,5,RAL
3,Rachel Alfano,Rachel Alfano,1,1,,2,Philadelphia Surge,Away,7,DC
3,Rachel Alfano,Rachel Alfano,1,1,1,2,Philadelphia Surge,Home,8,POR
3,Rachel Alfano,Rachel Alfano,2,1,1,2,Philadelphia Surge,Home,10,ATX
12,Rachel Bova,Rachel Bova,,,,,Philadelphia Surge,Home,2,NY
12,Rachel Bova,Rachel Bova,0,0,0,0,Philadelphia Surge,Away,5,RAL
12,Rachel Bova,Rachel Bova,,,,,Philadelphia Surge,Home,8,POR
12,Rachel Bova,Rachel Bova,,,,,Philadelphia Surge,Home,10,ATX
4,Raha Mozaffari,Raha Mozaffari,2,,1,1,Philadelphia Surge,Home,2,NY
4,Raha Mozaffari,Raha Mozaffari,3,2,1,1,Philadelphia Surge,Away,4,POR
4,Raha Mozaffari,Raha Mozaffari,1,0,0,1,Philadelphia Surge,Away,5,RAL
4,Raha Mozaffari,Raha Mozaffari,,,,,Philadelphia Surge,Away,7,DC
4,Raha Mozaffari,Raha Mozaffari,1,3,1,3,Philadelphia Surge,Home,8,POR
4,Raha Mozaffari,Raha Mozaffari,,,,,Philadelphia Surge,Home,10,ATX
25,Sabrina Bonaci,Sabrina Bonaci,,,,,Philadelphia Surge,Home,2,NY
25,Sabrina Bonaci,Sabrina Bonaci,,,,,Philadelphia Surge,Away,4,POR
25,Sabrina Bonaci,Sabrina Bonaci,,1,,,Philadelphia Surge,Away,7,DC
25,Sabrina Bonaci,Sabrina Bonaci,,,,,Philadelphia Surge,Home,8,POR
25,Sabrina Bonaci,Sabrina Bonaci,,2,,,Philadelphia Surge,Home,10,ATX
9,Sarah Hirannet,Sarah Hirannet,,3,1,,Philadelphia Surge,Home,2,NY
9,Sarah Hirannet,Sarah Hirannet,,1,3,,Philadelphia Surge,Away,4,POR
9,Sarah Hirannet,Sarah Hirannet,0,0,0,0,Philadelphia Surge,Away,5,RAL
9,Sarah Hirannet,Sarah Hirannet,,1,,1,Philadelphia Surge,Away,7,DC
9,Sarah Hirannet,Sarah Hirannet,2,,1,1,Philadelphia Surge,Home,8,POR
9,Sarah Hirannet,Sarah Hirannet,2,4,1,,Philadelphia Surge,Home,10,ATX
18,Sumi Onoe,Sumi Onoe,,,,2,Philadelphia Surge,Home,2,NY
18,Sumi Onoe,Sumi Onoe,1,1,3,1,Philadelphia Surge,Away,7,DC
18,Sumi Onoe,Sumi Onoe,,,,1,Philadelphia Surge,Home,8,POR
18,Sumi Onoe,Sumi Onoe,1,,1,1,Philadelphia Surge,Home,10,ATX
2,Zoë Lewis,Zoë Lewis,,,,,Philadelphia Surge,Home,2,NY
2,Zoë Lewis,Zoë Lewis,,,,,Philadelphia Surge,Away,4,POR
2,Zoë Lewis,Zoë Lewis,,,,,Philadelphia Surge,Home,8,POR
2,Zoë Lewis,Zoë Lewis,,,1,,Philadelphia Surge,Home,10,ATX
15,Caitlin Fitzgerald,Caitlin Fitzgerald,,,1,4,Portland Rising,Away,1,ATX
15,Caitlin Fitzgerald,Caitlin Fitzgerald,1,1,1,1,Portland Rising,Home,4,PHL
15,Caitlin Fitzgerald,Caitlin Fitzgerald,,,,,Portland Rising,Away,5,NY
15,Caitlin Fitzgerald,Caitlin Fitzgerald,0,0,0,0,Portland Rising,Home,6,DC
15,Caitlin Fitzgerald,Caitlin Fitzgerald,,,,,Portland Rising,Away,8,PHL
52,Caitlin O'Connell,Caitlin O'Connell,,1,,,Portland Rising,Away,1,ATX
52,Caitlin O'Connell,Caitlin O'Connell,0,0,0,1,Portland Rising,Home,4,PHL
52,Caitlin O'Connell,Caitlin O'Connell,,,1,,Portland Rising,Away,5,NY
52,Caitlin O'Connell,Caitlin O'Connell,0,0,0,0,Portland Rising,Home,6,DC
52,Caitlin O'Connell,Caitlin O'Connell,1,,1,,Portland Rising,Away,8,PHL
52,Caitlin O'Connell,Caitlin O'Connell,,,,,Portland Rising,Home,9,MKE
6,Chloë Rowse,Chloë Rowse,1,1,,,Portland Rising,Away,1,ATX
6,Chloë Rowse,Chloë Rowse,0,1,2,0,Portland Rising,Home,4,PHL
6,Chloë Rowse,Chloë Rowse,,,,,Portland Rising,Away,5,NY
6,Chloë Rowse ,Chloë Rowse,1,2,2,1,Portland Rising,Home,6,DC
6,Chloë Rowse,Chloë Rowse,,,,,Portland Rising,Away,8,PHL
6,Chloë Rowse ,Chloë Rowse,1,,2,,Portland Rising,Home,9,MKE
23,Colette Pellegrini,Colette Pellegrini,1,,,,Portland Rising,Away,1,ATX
23,Colette Pellegrini,Colette Pellegrini,1,0,1,2,Portland Rising,Home,4,PHL
23,Colette Pellegrini,Colette Pellegrini,1,3,,1.5,Portland Rising,Away,5,NY
23,Colette Pellegrini ,Colette Pellegrini,1,0,0,1,Portland Rising,Home,6,DC
23,Colette Pellegrini,Colette Pellegrini,2,,,,Portland Rising,Away,8,PHL
23,Colette Pellegrini ,Colette Pellegrini,3,,,2,Portland Rising,Home,9,MKE
29,Elana Schwam,Elana Schwam,0,1,0,2,Portland Rising,Home,4,PHL
29,Elana Schwam,Elana Schwam,2,2,,1,Portland Rising,Away,5,NY
29,Elana Schwam ,Elana Schwam,0,0,0,1,Portland Rising,Home,6,DC
29,Elana Schwam ,Elana Schwam,1,1,,,Portland Rising,Home,9,MKE
22,Emma Lowenstein,Emma Lowenstein,0,0,0,0,Portland Rising,Home,4,PHL
22,Emma Lowenstein ,Emma Lowenstein,0,0,0,0,Portland Rising,Home,6,DC
22,Emma Lowenstein,Emma Lowenstein,,,1,1,Portland Rising,Away,8,PHL
22,Emma Lowenstein ,Emma Lowenstein,,,,,Portland Rising,Home,9,MKE
76,Emma Palacio,Emma Palacio,,,1,1,Portland Rising,Away,1,ATX
76,Emma Palacio,Emma Palacio,1,0,0,2,Portland Rising,Home,4,PHL
76,Emma Palacio,Emma Palacio,,,,,Portland Rising,Away,5,NY
76,Emma Palacio ,Emma Palacio,0,0,0,0,Portland Rising,Home,6,DC
76,Emma Palacio,Emma Palacio,,,,,Portland Rising,Away,8,PHL
76,Emma Palacio ,Emma Palacio,,,2,2,Portland Rising,Home,9,MKE
16,Erin Rea,Erin Rea,3,2,,1,Portland Rising,Away,1,ATX
16,Erin Rea,Erin Rea,0,2,1,1,Portland Rising,Home,4,PHL
16,Erin Rea,Erin Rea,1,1,1,,Portland Rising,Away,5,NY
16,Erin Rea ,Erin Rea,1,1,1,0,Portland Rising,Home,6,DC
16,Erin Rea,Erin Rea,2,2,,3,Portland Rising,Away,8,PHL
16,Erin Rea ,Erin Rea,2,,1,1,Portland Rising,Home,9,MKE
12,Evie Clement,Evie Clement,0,0,1,0,Portland Rising,Home,4,PHL
12,Evie Clement,Evie Clement,,,,,Portland Rising,Away,5,NY
12,Evie Clement ,Evie Clement,0,0,0,0,Portland Rising,Home,6,DC
12,Evie Clement,Evie Clement,1,,,,Portland Rising,Away,8,PHL
12,Evie Clement ,Evie Clement,,,,,Portland Rising,Home,9,MKE
37,Hannah Henkin,Hannah Henkin,1,,1,2,Portland Rising,Away,1,ATX
37,Hannah Henkin,Hannah Henkin,3,,1,1,Portland Rising,Away,5,NY
37,Hannah Henkin ,Hannah Henkin,1,0,1,4,Portland Rising,Home,6,DC
37,Hannah Henkin,Hannah Henkin,,1,,3,Portland Rising,Away,8,PHL
37,Hannah Henkin ,Hannah Henkin,1,3,,2,Portland Rising,Home,9,MKE
90,Hayley Soohoo,Hayley Soohoo,,,,,Portland Rising,Away,8,PHL
90,Hayley Soohoo,Hayley Soohoo,,,1,1,Portland Rising,Home,9,MKE
36,Jaelee Cruz,Jaelee Cruz,0,0,0,0,Portland Rising,Home,4,PHL
36,Jaelee Cruz,Jaelee Cruz,,1,,,Portland Rising,Away,5,NY
36,Jaelee Cruz ,Jaelee Cruz,0,0,0,1,Portland Rising,Home,6,DC
36,Jaelee Cruz,Jaelee Cruz,,,,,Portland Rising,Away,8,PHL
36,Jaelee Cruz ,Jaelee Cruz,,,,2,Portland Rising,Home,9,MKE
30,Jean Huang,Jean Huang,,1,,1,Portland Rising,Away,1,ATX
30,Jean Huang,Jean Huang,1,1,1,1,Portland Rising,Home,4,PHL
30,Jean Huang ,Jean Huang,1,2,0,0,Portland Rising,Home,6,DC
30,Jean Huang ,Jean Huang,4,1,1,3,Portland Rising,Home,9,MKE
1,Jenny Wang,Jenny Wang,0,0,0,1,Portland Rising,Home,4,PHL
1,Jenny Wang,Jenny Wang,,,,3,Portland Rising,Away,5,NY
1,Jenny Wang ,Jenny Wang,0,0,0,2,Portland Rising,Home,6,DC
1,Jenny Wang,Jenny Wang,,,,,Portland Rising,Away,8,PHL
17,Kelsey Devlin,Kelsey Devlin,,2,1,1,Portland Rising,Away,1,ATX
17,Kelsey Devlin,Kelsey Devlin,0,0,1,5,Portland Rising,Home,4,PHL
17,Kelsey Devlin ,Kelsey Devlin,0,0,0,0,Portland Rising,Home,6,DC
17,Kelsey Devlin,Kelsey Devlin,,,1,2,Portland Rising,Away,8,PHL
17,Kelsey Devlin ,Kelsey Devlin,,,,2,Portland Rising,Home,9,MKE
10,Lauren Baecher,Lauren Baecher,0,0,1,3,Portland Rising,Home,4,PHL
10,Lauren Baecher,Lauren Baecher,,,,,Portland Rising,Away,5,NY
10,Lauren Baecher,Lauren Baecher,,,,,Portland Rising,Away,8,PHL
10,Lauren Baecher,Lauren Baecher,1,,1,3,Portland Rising,Home,9,MKE
3,Liv Player,Liv Player,0,0,0,1,Portland Rising,Home,4,PHL
3,Liv Player,Liv Player,,,,,Portland Rising,Away,5,NY
3,Liv Player,Liv Player,,,,1,Portland Rising,Away,8,PHL
3,Liv Player,Liv Player,1,,3,2,Portland Rising,Home,9,MKE
4,Makk,Makk,,,,3,Portland Rising,Away,1,ATX
4,Makk,Makk,1,,1,1,Portland Rising,Away,5,NY
4,Makk ,Makk,1,0,4,1,Portland Rising,Home,6,DC
4,Makk ,Makk,,3,2,2,Portland Rising,Home,9,MKE
32,Megan Wilson,Megan Wilson,1,,,1,Portland Rising,Away,1,ATX
32,Megan Wilson,Megan Wilson,0,0,0,1,Portland Rising,Home,4,PHL
32,Megan Wilson,Megan Wilson,,,,3.5,Portland Rising,Away,5,NY
32,Megan Wilson ,Megan Wilson,1,0,1,4,Portland Rising,Home,6,DC
32,Megan Wilson,Megan Wilson,,,,2,Portland Rising,Away,8,PHL
32,Megan Wilson ,Megan Wilson,,,,,Portland Rising,Home,9,MKE
8,Nicki Chan,Nicki Chan,0,1,1,0,Portland Rising,Home,4,PHL
8,Nicki Chan,Nicki Chan,,,,0.5,Portland Rising,Away,5,NY
8,Nicki Chan ,Nicki Chan,1,2,0,1,Portland Rising,Home,6,DC
8,Nicki Chan,Nicki Chan,,,1,,Portland Rising,Away,8,PHL
8,Nicki Chan ,Nicki Chan,,,,,Portland Rising,Home,9,MKE
19,Olivia Hampton,Olivia Hampton,2,2,2,4,Portland Rising,Away,1,ATX
19,Olivia Hampton,Olivia Hampton,1,0,1,2,Portland Rising,Home,4,PHL
19,Olivia Hampton,Olivia Hampton,,,1,1,Portland Rising,Away,5,NY
19,Olivia Hampton ,Olivia Hampton,1,1,0,2,Portland Rising,Home,6,DC
19,Olivia Hampton,Olivia Hampton,,2,,,Portland Rising,Away,8,PHL
19,Olivia Hampton ,Olivia Hampton,,1,5,3,Portland Rising,Home,9,MKE
26,Rachael Westgate,Rachael Westgate,1,0,0,0,Portland Rising,Home,4,PHL
26,Rachael Westgate,Rachael Westgate,,1,,0.5,Portland Rising,Away,5,NY
26,Rachael Westgate ,Rachael Westgate,1,0,0,1,Portland Rising,Home,6,DC
26,Rachael Westgate,Rachael Westgate,,1,,1,Portland Rising,Away,8,PHL
26,Rachael Westgate ,Rachael Westgate,,,,,Portland Rising,Home,9,MKE
13,Samantha Munson,Samantha Munson,,,,,Portland Rising,Away,8,PHL
13,Samantha Munson,Samantha Munson,1,,1,1,Portland Rising,Home,9,MKE
55,Sophie Knowles,Sophie Knowles,4,1,1,3,Portland Rising,Away,1,ATX
55,Sophie Knowles,Sophie Knowles,1,0,0,2,Portland Rising,Home,4,PHL
55,Sophie Knowles,Sophie Knowles,2,1,1,4.5,Portland Rising,Away,5,NY
55,Sophie Knowles ,Sophie Knowles,0,0,0,3,Portland Rising,Home,6,DC
55,Sophie Knowles,Sophie Knowles,2,,,1,Portland Rising,Away,8,PHL
55,Sophie Knowles ,Sophie Knowles,1,2,1,3,Portland Rising,Home,9,MKE
69,Tahlia Quartin,Tahlia Quartin,,,2,2,Portland Rising,Home,9,MKE
51,Tess Johnson,Tess Johnson,,1,1,4,Portland Rising,Away,1,ATX
51,Tess Johnson,Tess Johnson,0,0,1,0,Portland Rising,Home,4,PHL
51,Tess Johnson,Tess Johnson,1,1,,2.5,Portland Rising,Away,5,NY
51,Tess Johnson ,Tess Johnson,0,0,0,2,Portland Rising,Home,6,DC
51,Tess Johnson,Tess Johnson,,,,,Portland Rising,Away,8,PHL
2,Wilhelmina Graff,Wilhelmina Graff,0,0,0,0,Portland Rising,Home,4,PHL
2,Wilhelmina Graff ,Wilhelmina Graff,0,0,0,1,Portland Rising,Home,6,DC
2,Wilhelmina Graff,Wilhelmina Graff,1,1,,,Portland Rising,Away,8,PHL
2,Wilhelmina Graff ,Wilhelmina Graff,,3,1,,Portland Rising,Home,9,MKE
33,Yuge Xiao,Yuge Xiao,1,3,3,2,Portland Rising,Away,1,ATX
33,Yuge Xiao,Yuge Xiao,0,0,1,1,Portland Rising,Home,4,PHL
33,Yuge Xiao,Yuge Xiao,2,3,,1,Portland Rising,Away,5,NY
33,Yuge Xiao ,Yuge Xiao,1,2,0,6,Portland Rising,Home,6,DC
33,Yuge Xiao,Yuge Xiao,1,3,,2,Portland Rising,Away,8,PHL
33,Yuge Xiao ,Yuge Xiao,1,3,,1,Portland Rising,Home,9,MKE
34,Alex Barnett,Alex Barnett,,3,1,2,Raleigh Radiance,Home,3,ATX
34,Alex Barnett,Alex Barnett,1,,,1,Raleigh Radiance,Home,5,PHL
34,Alex Barnett,Alex Barnett,3,1,0,2,Raleigh Radiance,Away,7,ATL
34,Alex Barnett,Alex Barnett,4,1,,7,Raleigh Radiance,Away,10,DC
10,Alice Wang,Alice Wang,2,1,2,1,Raleigh Radiance,Home,1,CBUS
10,Alice Wang,Alice Wang,,,,,Raleigh Radiance,Home,3,ATX
10,Alice Wang,Alice Wang,0,0,1,1,Raleigh Radiance,Away,7,ATL
10,Alice Wang,Alice Wang,,1,,,Raleigh Radiance,Away,8,NASH
10,Alice Wang,Alice Wang,,,,1,Raleigh Radiance,Away,10,DC
7,Allison Reilly,Allison Reilly,,,,4,Raleigh Radiance,Home,3,ATX
7,Allison Reilly,Allison Reilly,,,,,Raleigh Radiance,Home,5,PHL
7,Allison Reilly,Allison Reilly,2,0,0,1,Raleigh Radiance,Away,7,ATL
4,Ashley Powell,Ashley Powell,1,0,0,2,Raleigh Radiance,Home,1,CBUS
4,Ashley Powell,Ashley Powell,,1,,1,Raleigh Radiance,Home,3,ATX
4,Ashley Powell,Ashley Powell,1,,1,,Raleigh Radiance,Home,5,PHL
4,Ashley Powell ,Ashley Powell,0,1,1,1,Raleigh Radiance,Away,7,ATL
4,Ashley powell,Ashley powell,4,1,,3,Raleigh Radiance,Away,8,NASH
4,Ashley Powell,Ashley Powell,,,,2,Raleigh Radiance,Away,10,DC
23,Bella Russell,Bella Russell,0,0,0,0,Raleigh Radiance,Home,1,CBUS
23,Bella Russell,Bella Russell,,,,,Raleigh Radiance,Home,3,ATX
23,Bella Russell,Bella Russell,0,0,0,0,Raleigh Radiance,Away,7,ATL
23,Bella Russell,Bella Russell,,,,,Raleigh Radiance,Away,10,DC
20,Bridget Mizener,Bridget Mizener,2,1,,1,Raleigh Radiance,Home,3,ATX
20,Bridget Mizener,Bridget Mizener,1,,,6,Raleigh Radiance,Home,5,PHL
20,Bridget Mizener,Bridget Mizener,0,0,0,0,Raleigh Radiance,Away,7,ATL
20,Bridget Mizener,Bridget Mizener,,,,,Raleigh Radiance,Away,10,DC
45,Caitlin Gross,Caitlin Gross,2,0,0,2,Raleigh Radiance,Home,1,CBUS
45,Caitlin Gross,Caitlin Gross,,,1,1,Raleigh Radiance,Home,3,ATX
45,Caitlin Gross,Caitlin Gross,,1,,1,Raleigh Radiance,Home,5,PHL
45,Caitlin Gross,Caitlin Gross,2,5,1,3,Raleigh Radiance,Away,7,ATL
45,Caitlin Gross,Caitlin Gross,4,2,,1,Raleigh Radiance,Away,8,NASH
45,Caitlin Gross,Caitlin Gross,3,2,,2,Raleigh Radiance,Away,10,DC
88,Christine Bookhout,Christine Bookhout,,,,,Raleigh Radiance,Home,3,ATX
88,Christine Bookhout,Christine Bookhout,,,,,Raleigh Radiance,Home,5,PHL
88,Christine Bookhout,Christine Bookhout,,3,,,Raleigh Radiance,Away,8,NASH
88,Christine Bookhout,Christine Bookhout,,,,,Raleigh Radiance,Away,10,DC
2,Claire Bidigare-Curtis,Claire Bidigare-Curtis,0,2,1,8,Raleigh Radiance,Home,1,CBUS
2,Claire Bidigare-Curtis,Claire Bidigare-Curtis,,4,,1,Raleigh Radiance,Home,3,ATX
2,Claire Bidigare-Curtis,Claire Bidigare-Curtis,,,,,Raleigh Radiance,Home,5,PHL
2,Claire Bidigare-Curtis,Claire Bidigare-Curtis,2,2,,2,Raleigh Radiance,Away,8,NASH
2,Claire Bidigare-Curtis,Claire Bidigare-Curtis,1,3,2,,Raleigh Radiance,Away,10,DC
28,Claire Revere,Claire Revere,1,0,1,2,Raleigh Radiance,Home,1,CBUS
28,Claire Revere,Claire Revere,,1,,,Raleigh Radiance,Home,3,ATX
28,Claire Revere,Claire Revere,3,2,,1,Raleigh Radiance,Away,8,NASH
28,Claire Revere,Claire Revere,,,,2,Raleigh Radiance,Away,10,DC
86,Connie Cui,Connie Cui,1,0,1,4,Raleigh Radiance,Home,1,CBUS
86,Connie Cui,Connie Cui,1,,1,1,Raleigh Radiance,Home,3,ATX
86,Connie Cui,Connie Cui,,,,,Raleigh Radiance,Home,5,PHL
11,Dawn Culton,Dawn Culton,1,1,1,1,Raleigh Radiance,Home,3,ATX
11,Dawn Culton,Dawn Culton,,,,1,Raleigh Radiance,Home,5,PHL
11,Dawn Culton,Dawn Culton,2,1,2,0,Raleigh Radiance,Away,7,ATL
11,Dawn Culton,Dawn Culton,2,2,1,3,Raleigh Radiance,Away,10,DC
17,Emily Przykucki,Emily Przykucki,1,,,,Raleigh Radiance,Home,3,ATX
17,Emily Przykucki,Emily Przykucki,,,,1,Raleigh Radiance,Home,5,PHL
17,Emily Przykucki,Emily Przykucki,0,1,0,1,Raleigh Radiance,Away,7,ATL
33,Erica Birdsong,Erica Birdsong,1,2,2,,Raleigh Radiance,Home,3,ATX
33,Erica Birdsong,Erica Birdsong,,,,,Raleigh Radiance,Home,5,PHL
33,Erica Birdsong,Erica Birdsong,4,2,0,0,Raleigh Radiance,Away,7,ATL
8,Georgia Tse,Georgia Tse,0,2,1,3,Raleigh Radiance,Home,1,CBUS
8,Georgia Tse,Georgia Tse,,,1,4,Raleigh Radiance,Home,3,ATX
8,Georgia Tse,Georgia Tse,,,,,Raleigh Radiance,Home,5,PHL
8,Georgia Tse,Georgia Tse,0,2,1,1,Raleigh Radiance,Away,7,ATL
8,Georgia Tse,Georgia Tse,2,2,,1,Raleigh Radiance,Away,8,NASH
8,Georgia Tse,Georgia Tse,,2,1,4,Raleigh Radiance,Away,10,DC
3,Grace Conerly,Grace Conerly,1,1,1,3,Raleigh Radiance,Home,3,ATX
3,Grace Conerly,Grace Conerly,,1,,2,Raleigh Radiance,Home,5,PHL
3,Grace Conerly,Grace Conerly,1,0,0,2,Raleigh Radiance,Away,7,ATL
24,Hannah Boettcher,Hannah Boettcher,1,1,2,1,Raleigh Radiance,Home,1,CBUS
24,Hannah Boettcher,Hannah Boettcher,3,,2,1,Raleigh Radiance,Home,3,ATX
24,Hannah Boettcher,Hannah Boettcher,,,1,1,Raleigh Radiance,Home,5,PHL
24,Hannah Boettcher,Hannah Boettcher,1,3,1,0,Raleigh Radiance,Away,7,ATL
24,Hannah Boettcher,Hannah Boettcher,,2,2,,Raleigh Radiance,Away,8,NASH
24,Hannah Boettcher,Hannah Boettcher,,1,1,1,Raleigh Radiance,Away,10,DC
22,Heather Zimmerman,Heather Zimmerman,1,,1,,Raleigh Radiance,Home,3,ATX
22,Heather Zimmerman,Heather Zimmerman,,,,,Raleigh Radiance,Home,5,PHL
22,Heather Zimmerman,Heather Zimmerman,1,1,0,1,Raleigh Radiance,Away,7,ATL
22,Heather Zimmerman,Heather Zimmerman,,1,,4,Raleigh Radiance,Away,8,NASH
19,Jenna Dahl,Jenna Dahl,1,0,0,1,Raleigh Radiance,Home,1,CBUS
19,Jenna Dahl,Jenna Dahl,,,1,,Raleigh Radiance,Home,3,ATX
19,Jenna Dahl,Jenna Dahl,,,,,Raleigh Radiance,Home,5,PHL
19,Jenna Dahl,Jenna Dahl,0,0,1,0,Raleigh Radiance,Away,7,ATL
19,Jenna Dahl,Jenna Dahl,1,,,3,Raleigh Radiance,Away,8,NASH
19,Jenna Dahl,Jenna Dahl,1,,,1,Raleigh Radiance,Away,10,DC
9,Jinny Riedel,Jinny Riedel,2,0,0,1,Raleigh Radiance,Home,1,CBUS
9,Jinny Riedel,Jinny Riedel,,1,2,6,Raleigh Radiance,Home,3,ATX
9,Jinny Riedel,Jinny Riedel,,,,1,Raleigh Radiance,Home,5,PHL
9,Jinny Riedel,Jinny Riedel,0,0,1,1,Raleigh Radiance,Away,7,ATL
9,Jinny Riedel,Jinny Riedel,3,,2,2,Raleigh Radiance,Away,8,NASH
9,Jinny Riedel,Jinny Riedel,,,1,5,Raleigh Radiance,Away,10,DC
0,Julia Zwierzynski,Julia Zwierzynski,0,0,2,0,Raleigh Radiance,Home,1,CBUS
0,Julia Zwierzynski,Julia Zwierzynski,,1,,1,Raleigh Radiance,Home,3,ATX
0,Julia Zwierzynski,Julia Zwierzynski,,,1,,Raleigh Radiance,Home,5,PHL
0,Julia Zwierzynski,Julia Zwierzynski,1,0,1,0,Raleigh Radiance,Away,7,ATL
0,Julia Zwierzynski,Julia Zwierzynski,1,,,,Raleigh Radiance,Away,8,NASH
0,Julia Zwierzynski,Julia Zwierzynski,1,,,,Raleigh Radiance,Away,10,DC
15,Justine Neville,Justine Neville,0,2,3,1,Raleigh Radiance,Home,1,CBUS
15,Justine Neville,Justine Neville,,1,,1,Raleigh Radiance,Home,3,ATX
15,Justine Neville,Justine Neville,,,2,,Raleigh Radiance,Home,5,PHL
15,Justine Neville,Justine Neville,0,0,0,1,Raleigh Radiance,Away,7,ATL
15,Justine Neville,Justine Neville,,2,1,,Raleigh Radiance,Away,8,NASH
15,Justine Neville,Justine Neville,,,1,,Raleigh Radiance,Away,10,DC
36,Kelsea Fitzpatrick,Kelsea Fitzpatrick,0,1,0,1,Raleigh Radiance,Home,1,CBUS
36,Kelsea Fitzpatrick,Kelsea Fitzpatrick,,,,,Raleigh Radiance,Home,5,PHL
36,Kelsea Fitzpatrick,Kelsea Fitzpatrick,,,,1,Raleigh Radiance,Away,8,NASH
27,Mary Rippe,Mary Rippe,1,2,0,1,Raleigh Radiance,Home,1,CBUS
27,Mary Rippe,Mary Rippe,3,,,,Raleigh Radiance,Home,3,ATX
27,Mary Rippe,Mary Rippe,,1,1,,Raleigh Radiance,Home,5,PHL
27,Mary Rippe,Mary Rippe,2,2,1,0,Raleigh Radiance,Away,7,ATL
90,Qxhna Titcomb,Qxhna Titcomb,2,0,3,3,Raleigh Radiance,Home,1,CBUS
90,Qxhna Titcomb,Qxhna Titcomb,2,,1,1,Raleigh Radiance,Home,3,ATX
90,Qxhna Titcomb,Qxhna Titcomb,1,1,2,2,Raleigh Radiance,Home,5,PHL
90,Qxhna Titcomb,Qxhna Titcomb,6,3,0,2,Raleigh Radiance,Away,7,ATL
18,Sarah McKee,Sarah McKee,0,0,0,2,Raleigh Radiance,Home,1,CBUS
18,Sarah McKee,Sarah McKee,,,,,Raleigh Radiance,Home,5,PHL
18,Sarah Mckee,Sarah Mckee,0,4,0,1,Raleigh Radiance,Away,7,ATL
18,Sarah Mckee,Sarah Mckee,,1,1,3,Raleigh Radiance,Away,8,NASH
18,Sarah McKee,Sarah McKee,,,,,Raleigh Radiance,Away,10,DC
12,Sarah Russek,Sarah Russek,0,2,0,1,Raleigh Radiance,Home,1,CBUS
12,Sarah Russek,Sarah Russek,,,,1,Raleigh Radiance,Home,3,ATX
12,Sarah Russek,Sarah Russek,,,1,,Raleigh Radiance,Home,5,PHL
12,Sarah Russek,Sarah Russek,,1,1,1,Raleigh Radiance,Away,10,DC
14,Sarah Spall,Sarah Spall,0,1,0,2,Raleigh Radiance,Home,1,CBUS
