match,date,team,opponent,Player,Points played total,Points played,Offense points played,Defense points played,Offense points won,Defense points won,Touches,Points played with touches,Throws,Catches,Possessions initiated,Assists,Secondary assists,Goals,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Stall outs for,Stall outs against,Total completed throw distance (m),Total completed throw gain (m),Average completed throw distance (m),Average completed throw gain (m),Total caught pass distance (m),Total caught pass gain (m),Average caught pass distance (m),Average caught pass gain (m)
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",26 Jessica Sourbeer,11,"2,5,8,9,12,15,18,21,24,27,30",2,9,2,5,16,7,16,12,4,2,3,0,1,1,0,2,0,0,227.8,136.82,15.19,9.12,134.77,-11.85,11.23,-0.99
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",09 Annalise Peters,11,"2,5,8,9,12,15,18,21,24,27,30",2,9,2,5,15,7,15,11,4,3,2,0,2,2,0,1,0,0,249.62,197.98,19.2,15.23,144.84,53.1,13.17,4.83
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",07 Kami Groom,9,"6,10,13,16,19,22,25,27,28,31",1,8,1,7,12,8,10,12,0,0,1,2,1,1,0,1,0,0,128.28,39.42,14.25,4.38,208.88,162.49,17.41,13.54
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",13 Sami Smalling,9,"3,6,10,13,16,19,22,25,28,31",2,7,2,6,17,8,17,14,3,1,3,0,0,0,0,1,0,0,221.66,130.32,13.85,8.14,163.86,36.91,11.7,2.64
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",01 Ashleigh Jentilet,10,"2,5,8,9,15,18,21,24,27,30",1,9,1,5,10,6,7,9,1,0,0,3,3,3,0,1,0,0,44.1,-1.69,11.02,-0.42,143.97,100.11,16,11.12
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",05 Marie Perivier,10,"1,4,7,11,14,17,20,23,26,29",2,8,2,6,7,6,5,7,0,2,0,2,2,0,2,1,0,0,65.65,42.74,13.13,8.55,105.03,74.1,15,10.59
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",16 Margaret Walker,10,"1,4,7,11,14,17,20,23,26,29",2,8,2,6,17,9,17,10,7,3,1,0,3,2,1,0,0,0,240.84,160.39,16.06,10.69,119.76,21.95,11.98,2.19
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",24 Jamie Eriksson,10,"2,5,8,9,15,18,21,24,27,30",1,9,1,5,7,4,7,5,2,2,0,0,0,0,0,2,0,0,103.43,54.8,14.78,7.83,103.18,65.09,20.64,13.02
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",66 Jackie Wang,8,"3,6,10,13,16,19,22,28,31",1,7,1,6,22,8,21,13,9,2,1,1,1,1,0,2,0,0,305.33,160.8,15.27,8.04,171.86,25.6,13.22,1.97
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",22 Erin McCann,9,"2,5,8,9,12,15,18,21,30",2,7,2,4,2,2,2,2,0,0,1,0,0,0,0,0,0,0,7.38,5.15,7.38,5.15,31.13,20.39,15.56,10.19
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",23 Lisa Dang,9,"1,4,11,14,17,20,23,26,29",2,7,2,6,22,9,22,15,7,0,1,0,0,0,0,1,0,0,229.89,116.3,12.77,6.46,202.87,-0.54,13.52,-0.04
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",00 Emma Jones,8,"6,10,13,16,19,22,25,28,31",1,7,1,6,3,2,3,3,0,1,0,0,0,0,0,0,0,0,44.39,31.02,14.8,10.34,58.55,29.6,19.52,9.87
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",04 Ellen Mueller,8,"3,6,10,13,19,22,25,28,31",2,6,2,5,4,4,4,4,0,1,0,0,0,0,0,0,0,0,56.27,26.69,14.07,6.67,72.36,56.49,18.09,14.12
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",06 Laureen Johnson,9,"2,5,12,15,18,21,24,27,30",2,7,2,4,5,4,2,5,0,0,0,3,0,0,0,1,0,0,22.32,-1.42,11.16,-0.71,100.07,81.82,20.01,16.36
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",42 Lisi Lohre,7,"3,6,10,13,19,22,25,31",2,5,2,5,8,6,7,8,0,1,1,1,3,2,1,0,0,0,85.96,65.09,17.19,13.02,124.19,87.17,15.52,10.9
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",08 Kathryn Ritzman,7,"1,11,14,17,20,26,29",2,5,2,4,8,6,7,8,0,1,2,1,1,0,1,0,0,0,115.88,71.93,16.55,10.28,135.91,86.7,16.99,10.84
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",19 Allie Wallace,7,"1,4,11,14,17,20,26",1,6,1,5,7,6,5,6,1,1,0,2,0,0,0,0,0,0,93.39,27.16,18.68,5.43,96.73,75.79,16.12,12.63
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",21 Jess Oh,7,"7,11,14,17,20,23,26",0,7,0,5,8,5,6,7,1,1,2,2,2,1,1,0,0,0,57.31,29.06,11.46,5.81,127.52,88.93,18.22,12.7
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",12 Clare Frantz,7,"1,4,11,14,17,23,29",2,5,2,4,3,2,3,3,0,0,0,0,0,0,0,0,0,0,33.07,-10.16,11.02,-3.39,51.14,39.69,17.05,13.23
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",15 Florence Brooks,5,"3,6,10,13,25",2,3,2,3,6,4,3,6,0,1,0,3,0,0,0,1,0,0,41.08,24.93,13.69,8.31,79.36,62.92,13.23,10.49
"NASH @ DC",2024-04-14_10-03-45,DC,"NASH",07 Kami Groom,2,"3,25",2,0,2,0,4,1,3,4,0,0,0,1,0,0,0,0,0,0,35.51,-2.3,11.84,-0.77,59.17,31.56,14.79,7.89
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,10 Tori Taylor,16,"2,3,4,6,8,10,11,12,15,17,19,21,24,25,27,29",13,3,3,0,21,9,20,20,1,2,0,1,4,3,1,3,0,0,229.16,83.11,13.48,4.89,258.96,113.72,12.95,5.69
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,27 Katharine Gilbert,16,"2,3,4,6,8,10,11,12,15,17,19,21,24,25,27,29",13,3,3,0,49,15,49,36,13,1,1,0,5,5,0,0,0,0,553.38,160.26,13.83,4.01,407.12,79.45,11.31,2.21
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,08 Grace Robinson,16,"2,3,4,6,8,10,11,12,15,17,19,21,24,25,27,29",13,3,3,0,30,11,29,27,3,0,1,1,6,4,2,0,0,0,347.14,96.66,13.89,3.87,337.54,16.80,12.50,0.62
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,72 Grace Castro,16,"2,3,4,6,8,10,11,12,15,17,19,21,24,25,27,29",13,3,3,0,13,6,13,13,0,0,0,0,2,2,0,0,0,0,129.97,-3.52,11.82,-0.32,175.05,48.36,13.47,3.72
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,22 Rebecca Henley,16,"2,3,4,6,8,10,11,12,15,17,19,21,24,25,27,29",13,3,3,0,12,7,11,11,1,0,0,1,0,0,0,1,0,0,98.78,31.43,8.98,2.86,178.46,115.96,16.22,10.54
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,45 Sylvia Brown,13,"1,5,7,9,13,14,16,18,19,22,23,26,28,30",10,3,2,0,35,13,34,29,6,0,1,1,5,5,0,0,0,0,360.49,106.95,12.87,3.82,315.24,33.39,10.87,1.15
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,24 Mia Letterie,13,"1,5,7,9,13,14,16,17,20,22,23,26,28,30",10,3,2,0,30,13,30,18,12,0,0,0,3,3,0,1,0,0,320.53,153.62,12.33,5.91,195.87,-25.33,10.88,-1.41
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,82 Mary Turner,13,"1,5,7,10,11,12,15,17,19,22,23,27,29",11,2,4,0,10,5,10,8,2,0,1,0,2,2,0,2,0,0,84.64,9.96,10.58,1.24,119.86,49.85,14.98,6.23
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,17 Rachel Barr,12,"1,5,7,9,13,14,16,18,22,23,26,28",9,3,2,0,6,5,6,6,0,0,0,0,1,1,0,0,0,0,43.86,-29.94,8.77,-5.99,89.69,61.71,14.95,10.28
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,71 Mattea Swegles,11,"1,5,9,13,14,16,18,20,22,23,26,30",9,2,1,0,5,4,5,5,0,0,0,0,1,0,1,0,0,0,49.07,-1.42,9.81,-0.28,54.22,37.46,10.84,7.49
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,20 Noel Holmes,11,"1,5,9,13,16,18,20,22,23,26,28,30",9,2,1,0,11,6,11,9,2,0,1,0,2,2,0,0,0,0,149.47,77.15,16.61,8.57,126.87,-4.88,14.10,-0.54
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,21 Elena Rubino,11,"1,5,7,9,13,14,16,18,22,23,28,30",8,3,2,0,5,5,5,5,0,2,0,0,1,1,0,1,0,0,66.82,35.56,16.71,8.89,101.16,76.20,20.23,15.24
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,77 Melissa Gronske,10,"2,3,4,6,8,20,21,24,25,28",7,3,1,0,5,3,5,5,0,0,0,0,1,1,0,1,0,0,49.16,23.84,12.29,5.96,66.61,33.60,13.32,6.72
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,04 Ashley West,8,"7,14,18,20,21,24,25,27,30",6,2,2,0,6,5,6,4,2,0,0,0,2,1,1,0,0,0,53.32,-2.37,10.66,-0.47,48.46,19.85,12.11,4.96
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,16 Emily Branson,9,"2,3,4,6,8,10,11,12,15",7,2,2,0,11,8,11,8,3,0,0,0,4,3,1,0,0,0,100.79,36.85,12.60,4.61,110.35,27.16,13.79,3.40
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,07 Mary Cowart,7,"7,9,14,18,20,26,28,30",5,2,1,0,5,3,4,5,0,0,0,1,0,0,0,0,0,0,37.12,8.60,9.28,2.15,73.40,47.28,14.68,9.46
"NASH @ DC",2024-04-13_19-00-00,"NASH",DC,23 Breanna Snipes,5,"13,16,20,26,29",5,0,0,0,3,2,3,3,0,0,0,0,1,1,0,1,0,0,29.85,-22.69,14.92,-11.35,44.68,33.46,14.89,11.15
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,42 Martha Wilber,16,"2,5,7,10,12,14,16,18,19,20,24,25,27,28,29,31,33",11,5,4,3,35,14,32,29,6,3,1,3,4,4,0,2,0,0,395.17,171.91,14.11,6.14,360.02,195.72,12.41,6.75
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,10 Mia Griner,16,"1,4,6,8,10,11,13,15,17,19,20,21,23,26,28,30",9,7,5,2,16,9,14,12,4,1,1,2,1,1,0,0,0,0,175.92,29.11,13.53,2.24,136.00,51.19,11.33,4.27
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,29 Charlotte Doran,13,"2,3,5,7,12,14,16,20,22,24,25,28,29,33",8,5,2,3,34,12,34,26,8,1,0,0,2,2,0,3,0,0,418.76,193.83,13.09,6.06,317.56,-0.20,12.21,-0.01
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,08 Dani Ortiz,13,"2,3,5,7,12,14,16,18,22,24,25,27,29,33",10,3,3,1,22,10,22,19,3,2,0,0,2,2,0,0,0,0,206.63,61.17,10.88,3.22,172.97,6.47,9.10,0.34
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,51 Lilli Popovich,13,"2,5,7,10,12,16,19,20,21,24,25,28,29,33",7,6,3,3,9,7,7,9,0,1,0,2,2,0,2,0,0,0,90.33,43.57,12.90,6.22,159.71,106.42,17.75,11.82
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,54 Liv Ford,12,"1,6,8,11,13,17,19,20,21,26,28,32,33",6,6,3,2,10,5,10,6,4,1,0,0,0,0,0,0,1,0,148.95,88.96,18.62,11.12,74.95,26.57,12.49,4.43
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,03 Alex Krueger,13,"2,3,7,10,12,14,15,18,22,24,27,29,31",12,1,5,0,17,11,17,17,0,0,1,0,4,4,0,0,0,0,184.08,11.06,14.16,0.85,218.34,74.93,12.84,4.41
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,26 Morgan Lally,13,"1,6,8,10,11,13,15,19,20,23,25,26,32",7,6,5,2,12,7,12,12,0,0,3,0,1,1,0,0,0,0,118.73,15.11,10.79,1.37,120.76,49.57,10.06,4.13
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,05 Megan Jarriel,12,"2,3,5,7,10,12,16,18,22,27,28,31",9,3,3,1,11,6,11,11,0,0,1,0,1,0,1,0,0,0,114.13,6.00,10.38,0.55,110.77,71.42,10.07,6.49
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,12 Emma Jaschke,11,"1,3,11,12,16,18,22,24,27,29,31,33",8,3,3,0,6,3,6,6,0,0,1,0,1,0,1,1,0,0,41.30,3.84,6.88,0.64,79.77,52.20,13.30,8.70
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,31 María Vargas,12,"1,4,6,8,9,11,13,15,20,21,25,32",6,6,3,2,23,10,23,15,8,2,0,0,2,2,0,2,0,0,237.80,88.55,11.32,4.22,168.35,69.47,11.22,4.63
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,18 Naomi Anderson,10,"4,6,8,9,13,17,23,26,30,32",7,3,2,0,17,7,17,13,4,0,0,0,7,7,0,0,0,0,113.27,45.32,11.33,4.53,161.34,-9.10,12.41,-0.70
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,13 Hannah Abraham,10,"6,8,9,10,19,21,23,26,28,30",5,5,4,1,9,7,8,9,0,0,0,1,0,0,0,2,0,0,98.06,7.15,12.26,0.89,172.85,82.05,19.21,9.12
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,21 Samantha Li,8,"2,5,14,18,22,27,29,31,33",8,0,2,0,14,6,13,11,3,0,0,1,1,0,1,0,0,0,166.94,97.45,13.91,8.12,139.31,4.18,12.66,0.38
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,87 Christina Marsciano,9,"9,11,13,15,17,21,25,26,30",4,5,1,1,2,2,2,2,0,0,0,0,1,1,0,2,0,0,4.79,0.00,4.79,0.00,33.29,13.62,16.64,6.81
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,44 Jordan Harn,9,"1,6,9,11,13,17,19,23,30",5,4,2,0,11,6,11,11,0,0,0,0,1,1,0,2,0,0,120.67,17.06,12.07,1.71,130.77,21.92,11.89,1.99
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,75 Sarah Kingsley-Hart,8,"3,5,7,14,16,22,27,31",6,2,2,0,5,3,4,5,0,0,0,1,0,0,0,0,0,0,31.96,23.74,7.99,5.93,68.66,33.86,13.73,6.77
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,72 Annalise Paul,8,"4,9,15,17,21,23,26,32",4,4,1,0,4,3,3,2,2,0,0,1,1,1,0,0,0,0,32.09,31.83,16.04,15.92,31.41,16.32,15.70,8.16
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,27 Therese Doebler,7,"4,8,15,17,23,30,32",6,1,2,0,3,3,3,3,0,0,0,0,1,1,0,0,0,0,17.15,4.18,8.57,2.09,48.55,40.20,16.18,13.40
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,19 Elle Mayer,5,"3,14,18,24,31",5,0,1,0,6,2,6,6,0,0,0,0,0,0,0,0,0,0,47.55,8.16,9.51,1.63,62.49,19.36,10.41,3.23
RAL @ ATL,2024-04-13_19-00-00,ATL,RAL,55 Trystan Grzyll,4,"1,9,30,32",2,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,10.00,-3.30,10.00,-3.30,0.00,0.00,0.00,0.00
NY @ PORT,2024-04-20_18-00-00,NY,PORT,33 Valeria Cardenas,22,"1,3,4,5,6,8,9,11,13,14,15,16,17,18,20,21,22,23,25,28,29,30",12,10,8,6,52,17,51,39,13,4,2,1,6,5,1,0,0,0,561.95,301.81,12.49,6.71,363.26,83.05,9.31,2.13
NY @ PORT,2024-04-20_18-00-00,NY,PORT,96 Nina Finley,21,"2,3,4,6,7,9,10,11,12,15,16,17,19,20,21,24,25,26,27,28,30",14,7,10,1,32,13,32,28,4,0,3,0,3,1,2,0,0,0,302.05,146.78,10.07,4.89,297.08,32.08,10.61,1.15
NY @ PORT,2024-04-20_18-00-00,NY,PORT,09 Cassandra Brown,17,"1,2,5,7,8,10,12,13,14,18,19,21,22,23,26,27,29",3,14,3,7,28,11,27,20,8,5,0,1,3,2,1,1,0,0,350.07,207.82,14,8.31,187.55,96.69,9.38,4.83
NY @ PORT,2024-04-20_18-00-00,NY,PORT,08 Manuela Cardenas,16,"1,2,4,5,7,8,10,11,13,18,19,20,22,23,27,29",3,13,2,7,21,8,20,20,1,1,1,1,0,0,0,3,0,0,173.47,77.3,8.67,3.86,182.28,84.55,9.11,4.23
NY @ PORT,2024-04-20_18-00-00,NY,PORT,23 Linnea Soo,16,"2,3,4,6,9,12,15,16,17,20,21,24,25,26,28,30",13,3,10,0,14,9,13,14,0,1,1,1,3,2,1,1,0,0,118.92,41.9,10.81,3.81,182.36,132.33,13.03,9.45
NY @ PORT,2024-04-20_18-00-00,NY,PORT,20 Yina Cartagena,16,"3,4,6,7,9,11,15,16,17,20,21,24,25,26,28,30",13,3,9,1,36,13,34,30,6,3,1,2,1,1,0,0,0,0,352.04,223.45,11.36,7.21,305.87,150.59,10.2,5.02
NY @ PORT,2024-04-20_18-00-00,NY,PORT,31 Eli Presberg,15,"1,2,5,7,8,10,12,13,14,18,19,22,23,27,29",1,14,1,7,21,10,20,16,5,0,2,1,2,1,1,1,0,0,150.89902,46.157244,10.86,5.03,142.29,46.22,8.89,2.89
NY @ PORT,2024-04-20_18-00-00,NY,PORT,66 Janine Hlavaty,15,"3,4,6,9,11,14,16,17,20,21,24,25,26,28,30",12,3,8,0,9,7,7,9,0,0,0,2,2,2,0,1,0,0,46.85,17.95,9.37,3.59,144.62,91.49,16.07,10.17
NY @ PORT,2024-04-20_18-00-00,NY,PORT,00 Genny De Jesus,15,"3,4,6,8,9,11,15,16,17,20,24,25,26,28,30",12,3,8,1,18,8,16,17,1,0,2,2,0,0,0,0,0,0,190.31,70.86,11.89,4.43,142.52,20.7,8.38,1.22
NY @ PORT,2024-04-20_18-00-00,NY,PORT,02 Jolene Zheng,12,"3,6,9,11,15,16,17,24,25,26,28,30",10,2,6,0,8,6,8,8,0,1,0,0,1,1,0,0,0,0,55.96,3.06,7.99,0.44,112.8,93.68,14.1,11.71
NY @ PORT,2024-04-20_18-00-00,NY,PORT,88 Nikki Hair,11,"1,5,7,10,12,13,18,19,21,24,27",2,9,2,4,5,3,3,5,0,1,0,2,0,0,0,0,0,0,45.87,26.83,15.29,8.94,128.74,116.7,25.75,23.34
NY @ PORT,2024-04-20_18-00-00,NY,PORT,26 Mariabelen Restrepo,10,"1,5,8,10,13,14,18,22,23,29",0,10,0,6,3,2,3,3,0,0,0,0,0,0,0,0,0,0,16.9,-0.63,5.63,-0.21,63.18,58.6,21.06,19.53
NY @ PORT,2024-04-20_18-00-00,NY,PORT,19 Eastelle Ding,10,"1,2,5,8,12,13,14,18,22,23",1,9,1,6,8,4,6,8,0,0,1,2,0,0,0,0,0,0,43.51,12.82,7.25,2.14,123.29,89.31,15.41,11.16
NY @ PORT,2024-04-20_18-00-00,NY,PORT,62 Casey Banta-Ryan,8,"2,7,10,12,15,19,23,27",2,6,2,2,9,6,8,9,0,0,0,1,1,1,0,0,0,0,58.82,-9.57,8.4,-1.37,92.06,65.79,10.23,7.31
NY @ PORT,2024-04-20_18-00-00,NY,PORT,65 Anna Lieberman,5,"14,19,22,27,29",0,5,0,1,3,2,3,3,0,0,1,0,1,0,1,1,0,0,27.83,12.2,9.28,4.07,27.54,16.95,9.18,5.65
