match,week,team,opponent,Created,Point,Possession,Started point on offense?,Scored?,Start X (0 -> 1 = left sideline -> right sideline),Start Y (0 -> 1 = back of opponent endzone -> back of own endzone),Initiator,Passes,Secondary assist,Assist,Goal,Thrower error,Receiver error,Stalled out
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 2:38:35,28,1,0,0,0.014522822,0.33958206,54 Liv Ford,7,NA,NA,NA,42 Martha Wilber,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 2:42:45,28,2,0,0,0.2538036,0.75199753,54 Liv Ford,3,NA,NA,NA,NA,51 Lilli Popovich,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 2:44:54,28,3,0,0,0.06846473,0.17424709,29 Charlotte Doran,1,NA,NA,NA,NA,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 2:48:08,29,1,1,0,0.57883817,0.6899201,21 Samantha Li,4,NA,NA,NA,03 Alex Krueger,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 2:49:04,29,2,1,0,0.8167358,0.8386601,08 Dani Ortiz,10,NA,NA,NA,08 Dani Ortiz,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 2:53:11,29,3,1,0,0.3340249,0.36355254,29 Charlotte Doran,7,NA,NA,NA,08 Dani Ortiz,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 2:55:03,30,1,1,0,0.2856155,0.70712966,18 Naomi Anderson,1,NA,NA,NA,18 Naomi Anderson,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 2:55:43,30,2,1,0,0.86791146,0.840504,10 Mia Griner,6,NA,NA,NA,10 Mia Griner,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 2:58:53,30,3,1,0,0.8817427,0.787646,18 Naomi Anderson,3,NA,NA,NA,18 Naomi Anderson,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 3:01:27,31,1,1,0,0.20124482,0.7028273,21 Samantha Li,3,NA,NA,NA,03 Alex Krueger,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 3:03:48,32,1,1,0,0.5041494,0.6659496,31 María Vargas,2,NA,NA,NA,18 Naomi Anderson,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 3:08:03,33,1,1,0,0.07676349,0.65611553,42 Martha Wilber,3,NA,NA,NA,NA,51 Lilli Popovich,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-17 3:09:26,33,2,1,0,0.053250346,0.38014752,54 Liv Ford,7,NA,NA,NA,29 Charlotte Doran,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 12:54,1,1,0,1,0.47292724,0.74390244,33 Valeria Cardenas,5,08 Manuela Cardenas,09 Cassandra Brown,88 Nikki Hair,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 12:59,2,1,0,0,0.5101523,0.64008754,09 Cassandra Brown,2,NA,NA,NA,62 Casey Banta-Ryan,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:02,3,1,1,0,0.4543147,0.76954347,33 Valeria Cardenas,4,NA,NA,NA,NA,96 Nina Finley,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:06,4,1,1,1,0.7250423,0.6300813,33 Valeria Cardenas,6,33 Valeria Cardenas,20 Yina Cartagena,00 Genny De Jesus,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:11,6,1,1,0,0.6996616,0.6913696,33 Valeria Cardenas,4,NA,NA,NA,66 Janine Hlavaty,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:13,6,2,1,1,0.7538071,0.6882427,20 Yina Cartagena,11,00 Genny De Jesus,33 Valeria Cardenas,20 Yina Cartagena,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:16,7,1,0,0,0.79780036,0.82645404,09 Cassandra Brown,6,NA,NA,NA,31 Eli Presberg,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:20,7,2,0,1,0.74027073,0.38555348,09 Cassandra Brown,3,31 Eli Presberg,88 Nikki Hair,09 Cassandra Brown,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:23,8,0,0,0,0.84856176,0.5838024,31 Eli Presberg,0,NA,NA,NA,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:25,9,1,1,0,0.30033842,0.6907442,96 Nina Finley,2,NA,NA,NA,33 Valeria Cardenas,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:27,9,2,1,1,0,0.815197,20 Yina Cartagena,10,23 Linnea Soo,02 Jolene Zheng,66 Janine Hlavaty,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:32,11,1,1,0,0.28680202,0.6957473,33 Valeria Cardenas,10,NA,NA,NA,NA,96 Nina Finley,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:36,11,2,1,0,0.11252115,0.7188868,20 Yina Cartagena,10,NA,NA,NA,33 Valeria Cardenas,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:38,11,3,1,0,0.90947545,0.47060663,96 Nina Finley,12,NA,NA,NA,66 Janine Hlavaty,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:41,11,4,1,0,0.88578683,0.565666,20 Yina Cartagena,4,NA,NA,NA,20 Yina Cartagena,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:44,12,1,1,0,0.5219966,0.6319575,09 Cassandra Brown,11,NA,NA,NA,23 Linnea Soo,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:46,12,2,1,1,0.79949236,0.81707317,09 Cassandra Brown,14,19 Eastelle Ding,09 Cassandra Brown,31 Eli Presberg,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:53,13,1,0,1,0.04145516,0.5268918,09 Cassandra Brown,1,NA,09 Cassandra Brown,19 Eastelle Ding,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:55,14,1,0,0,0.44923857,0.6081926,33 Valeria Cardenas,3,NA,NA,NA,33 Valeria Cardenas,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:58,14,2,0,0,0.45093063,0.26547843,31 Eli Presberg,1,NA,NA,NA,NA,65 Anna Lieberman,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 13:59,14,3,0,0,0.73519456,0.81832397,33 Valeria Cardenas,13,NA,NA,NA,33 Valeria Cardenas,09 Cassandra Brown,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:04,15,1,1,1,0.36294416,0.5931832,20 Yina Cartagena,7,20 Yina Cartagena,23 Linnea Soo,33 Valeria Cardenas,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:07,16,1,0,0,0.7318105,0.8164478,31 Eli Presberg,13,NA,NA,NA,33 Valeria Cardenas,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:14,17,1,1,1,0.7791878,0.66572857,33 Valeria Cardenas,9,96 Nina Finley,33 Valeria Cardenas,66 Janine Hlavaty,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:16,18,1,0,1,0.54737735,0.81582236,31 Eli Presberg,4,31 Eli Presberg,33 Valeria Cardenas,88 Nikki Hair,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:21,20,1,1,1,0.42724195,0.7276423,33 Valeria Cardenas,20,96 Nina Finley,20 Yina Cartagena,08 Manuela Cardenas,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:25,21,1,1,1,0.26649746,0.6094434,33 Valeria Cardenas,1,NA,33 Valeria Cardenas,20 Yina Cartagena,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:27,22,1,0,1,0.20389171,0.74515325,33 Valeria Cardenas,10,65 Anna Lieberman,09 Cassandra Brown,19 Eastelle Ding,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:30,23,1,0,0,0.51692045,0.43621013,09 Cassandra Brown,6,NA,NA,NA,09 Cassandra Brown,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:31,23,2,0,1,0.43401015,0.749531,31 Eli Presberg,8,33 Valeria Cardenas,08 Manuela Cardenas,62 Casey Banta-Ryan,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:36,24,1,0,0,0.39170897,0.82332706,20 Yina Cartagena,1,NA,NA,NA,NA,23 Linnea Soo,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:37,25,1,1,0,0.79103214,0.66260165,96 Nina Finley,1,NA,NA,NA,96 Nina Finley,33 Valeria Cardenas,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:40,26,1,1,1,0.5270728,0.72701687,96 Nina Finley,8,96 Nina Finley,09 Cassandra Brown,23 Linnea Soo,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:42,27,1,0,0,0.48984772,0.83083177,08 Manuela Cardenas,2,NA,NA,NA,NA,31 Eli Presberg,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:43,27,2,0,0,0.535533,0.5950594,09 Cassandra Brown,9,NA,NA,NA,09 Cassandra Brown,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:46,28,1,1,0,0.6319797,0.71013135,33 Valeria Cardenas,6,NA,NA,NA,02 Jolene Zheng,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:48,28,2,1,1,0.20219967,0.31613508,00 Genny De Jesus,2,00 Genny De Jesus,20 Yina Cartagena,00 Genny De Jesus,NA,NA,NA
NY @ PORT,Week 3,NY,PORT,4/25/2024 14:52,30,1,1,0,0.78426397,0.72076297,33 Valeria Cardenas,11,NA,NA,NA,23 Linnea Soo,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 19:57:15,1,1,1,0,0.8652777,0.6598765,17 Kelsey Devlin,7,NA,NA,NA,NA,23 Colette Pellegrini,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 20:03:20,2,1,1,0,0.69305557,0.6641975,24 Annika Chan,9,NA,NA,NA,51 Tess Johnson,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 20:06:18,2,2,1,1,0.175,0.46728396,51 Tess Johnson,4,76 Emma Palacio,15 Caitlin Fitzgerald,19 Olivia Hampton,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 20:10:15,3,1,0,1,0.1944444,0.53209877,37 Hannah Henkin,5,03 Liv Player,32 Megan Wilson,03 Liv Player,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 20:18:14,5,1,1,1,0.275,0.7154321,69 Tahlia Quartin,9,36 Jaelee Cruz,23 Colette Pellegrini,30 Jean Huang,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 20:25:16,6,1,0,0,0.7527778,0.8358025,55 Sophie Knowles,16,NA,NA,NA,32 Megan Wilson,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 21:43:40,7,1,1,0,0.5347222,0.68580246,17 Kelsey Devlin,7,NA,NA,NA,29 Elana Schwam,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 21:45:02,7,2,1,0,0.7819444,0.8358025,17 Kelsey Devlin,9,NA,NA,NA,17 Kelsey Devlin,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 21:50:03,8,1,0,0,0.28472227,0.71234566,51 Tess Johnson,11,NA,NA,NA,51 Tess Johnson,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 21:54:11,8,2,0,0,0.7847222,0.54012346,37 Hannah Henkin,6,NA,NA,NA,NA,13 Samantha Munson,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 21:57:34,9,1,1,1,0.1777778,0.73333335,17 Kelsey Devlin,8,33 Yuge Xiao,23 Colette Pellegrini,16 Erin Rea,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:03:24,10,1,0,0,0.27916667,0.53518516,51 Tess Johnson,8,NA,NA,NA,30 Jean Huang,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:07:19,10,2,0,0,0.29583332,0.7925926,33 Yuge Xiao,2,NA,NA,NA,17 Kelsey Devlin,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:10:39,10,3,0,0,0.775,0.8018518,03 Liv Player,3,NA,NA,NA,NA,32 Megan Wilson,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:11:26,10,4,0,1,0.84166664,0.71728396,55 Sophie Knowles,8,03 Liv Player,08 Nicki Chan,04 Adelle Pitsas,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:27:56,11,1,0,0,0.7402778,0.61975306,51 Tess Johnson,5,NA,NA,NA,10 Lauren Baecher,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:32:47,12,1,1,0,0.7597222,0.76666665,69 Tahlia Quartin,3,NA,NA,NA,36 Jaelee Cruz,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:34:52,13,1,1,0,0.48888892,0.591358,30 Jean Huang,2,NA,NA,NA,NA,19 Olivia Hampton,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:35:53,13,2,1,0,0.9152778,0.80987656,30 Jean Huang,3,NA,NA,NA,33 Yuge Xiao,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:37:19,13,3,1,0,0.2777778,0.8067901,30 Jean Huang,5,NA,NA,NA,19 Olivia Hampton,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:38:40,13,4,1,1,0.78333336,0.5648148,30 Jean Huang,2,30 Jean Huang,45 Sarah Jeung,33 Yuge Xiao,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:42:33,15,1,0,0,0.8819444,0.6864197,17 Kelsey Devlin,11,NA,NA,NA,30 Jean Huang,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:46:23,15,2,0,1,0.1625,0.8320988,37 Hannah Henkin,6,55 Sophie Knowles,37 Hannah Henkin,32 Megan Wilson,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:50:13,17,1,1,0,0.49027774,0.6604938,30 Jean Huang,2,NA,NA,NA,NA,16 Erin Rea,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:54:01,18,1,1,1,0.06944446,0.7074074,24 Annika Chan,8,51 Tess Johnson,15 Caitlin Fitzgerald,30 Jean Huang,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:01:19,21,1,1,0,0.34583333,0.70308644,69 Tahlia Quartin,3,NA,NA,NA,36 Jaelee Cruz,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:04:55,22,1,1,0,0.4930556,0.5808642,51 Tess Johnson,5,NA,NA,NA,15 Caitlin Fitzgerald,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:06:00,22,2,1,0,0.4930556,0.6691358,51 Tess Johnson,3,NA,NA,NA,24 Annika Chan,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:08:15,23,1,1,0,0.5111111,0.45370367,17 Kelsey Devlin,11,NA,NA,NA,30 Jean Huang,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:09:48,23,2,1,1,0.83611107,0.2228395,33 Yuge Xiao,1,NA,33 Yuge Xiao,23 Colette Pellegrini,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:11:44,24,1,0,1,0.2,0.4462963,03 Liv Player,7,08 Nicki Chan,03 Liv Player,08 Nicki Chan,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:16:49,26,1,1,0,0.5013889,0.66851854,33 Yuge Xiao,5,NA,NA,NA,36 Jaelee Cruz,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:17:58,26,2,1,0,0.90416664,0.6493827,30 Jean Huang,6,NA,NA,NA,16 Erin Rea,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:19:34,26,3,1,1,0.6972223,0.8203704,30 Jean Huang,7,16 Erin Rea,23 Colette Pellegrini,52 Caitlin Connell,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:22:46,27,1,0,0,0.9194444,0.75617284,51 Tess Johnson,6,NA,NA,NA,06 Rowse,10 Lauren Baecher,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:25:42,28,1,1,1,0.48888892,0.5703704,30 Jean Huang,5,29 Elana Schwam,23 Colette Pellegrini,30 Jean Huang,NA,NA,NA
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:28:38,29,1,0,1,0.4194444,0.8679012,55 Sophie Knowles,4,55 Sophie Knowles,32 Megan Wilson,13 Samantha Munson,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 06:55:10,2,1,1,1,0.5113636,0.6965812,17 Kristin Dudley,9,04 Rachel Mast,17 Kristin Dudley,32 Shani Rosenthal,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:10:00,4,1,1,0,0.6722028,0.64452213,18 Laura Gerencser,4,NA,NA,NA,NA,24 Abby Swensen,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:14:47,5,1,1,1,0.4694056,0.75641024,17 Kristin Dudley,12,17 Kristin Dudley,18 Laura Gerencser,24 Abby Swensen,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:18:44,6,1,0,1,0.7561189,0.25058275,92 Charlotte Wilson,4,92 Charlotte Wilson,34 Lauren Kitten,42 Kelly Kerker,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:21:23,8,1,1,1,0.36451048,0.5792541,91 Samantha Philips,4,29 Emily Schloneger,32 Shani Rosenthal,04 Rachel Mast,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:23:47,10,1,1,0,0.5061189,0.43395492,17 Kristin Dudley,1,NA,NA,NA,17 Kristin Dudley,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:25:52,11,1,1,0,0.47115386,0.72843826,06 Risa Umeno,14,NA,NA,NA,03 Mary Timmons,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:28:33,11,2,1,0,0.0992268,0.8346682,06 Risa Umeno,7,NA,NA,NA,03 Mary Timmons,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:29:54,11,3,1,0,0.086340204,0.82379866,34 Lauren Kitten,1,NA,NA,NA,34 Lauren Kitten,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:31:25,12,1,1,0,0.5927835,0.59897023,18 Laura Gerencser,6,NA,NA,NA,17 Kristin Dudley,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:36:51,13,1,1,1,0.11082474,0.6859268,91 Samantha Philips,9,18 Laura Gerencser,40 Claire Milton,91 Samantha Philips,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:40:53,15,1,1,1,0.27706185,0.5715103,91 Samantha Philips,22,29 Emily Schloneger,17 Kristin Dudley,18 Laura Gerencser,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:44:37,17,1,1,0,0.44974226,0.7179634,17 Kristin Dudley,12,NA,NA,NA,40 Claire Milton,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 13:55:13,18,1,1,1,0.5051546,0.6693364,17 Kristin Dudley,14,17 Kristin Dudley,24 Abby Swensen,40 Claire Milton,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 13:59:16,20,1,1,0,0.57731956,0.53775746,17 Kristin Dudley,1,NA,NA,NA,17 Kristin Dudley,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 14:01:43,20,2,1,0,0.45360824,0.8083524,NA,0,NA,NA,NA,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 14:04:12,22,1,1,0,0.5090206,0.6727689,17 Kristin Dudley,12,NA,NA,NA,NA,40 Claire Milton,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 14:20:41,22,2,1,0,0.69458765,0.5818078,91 Samantha Philips,4,NA,NA,NA,24 Abby Swensen,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 14:24:02,23,1,1,0,0.5103093,0.58581233,92 Charlotte Wilson,4,NA,NA,NA,10 Ariel Choi,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:14:02,24,1,1,0,0.49097937,0.6556064,17 Kristin Dudley,1,NA,NA,NA,17 Kristin Dudley,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:14:47,24,2,1,1,0.3273196,0.8306636,18 Laura Gerencser,9,18 Laura Gerencser,91 Samantha Philips,18 Laura Gerencser,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:18:25,26,1,1,0,0.53350514,0.6813501,18 Laura Gerencser,2,NA,NA,NA,17 Kristin Dudley,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:19:42,27,1,1,0,0.7048969,0.562357,18 Laura Gerencser,12,NA,NA,NA,40 Claire Milton,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:22:36,28,1,1,1,0.8530928,0.59610987,18 Laura Gerencser,8,29 Emily Schloneger,18 Laura Gerencser,04 Rachel Mast,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:25:19,30,1,1,1,0.62628865,0.6590389,18 Laura Gerencser,7,18 Laura Gerencser,40 Claire Milton,04 Rachel Mast,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:27:32,32,1,1,0,0.64819586,0.6395881,18 Laura Gerencser,17,NA,NA,NA,NA,91 Samantha Philips,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:30:17,32,2,1,0,0.43427834,0.8758581,24 Abby Swensen,7,NA,NA,NA,04 Rachel Mast,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:32:20,32,3,1,0,0.2525773,0.4313501,17 Kristin Dudley,10,NA,NA,NA,91 Samantha Philips,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:33:30,32,4,1,1,0.31829897,0.29176202,17 Kristin Dudley,1,NA,17 Kristin Dudley,04 Rachel Mast,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:34:51,33,1,0,0,0.72422683,0.5423341,06 Risa Umeno,23,NA,NA,NA,NA,40 Claire Milton,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:38:07,34,1,1,0,0.5412371,0.51487416,17 Kristin Dudley,10,NA,NA,NA,32 Shani Rosenthal,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:39:32,34,2,1,1,0.7345361,0.35526314,17 Kristin Dudley,3,29 Emily Schloneger,17 Kristin Dudley,40 Claire Milton,NA,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:40:49,35,1,0,0,0.5051546,0.576659,34 Lauren Kitten,1,NA,NA,NA,34 Lauren Kitten,NA,NA
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:42:13,36,1,1,0,0.17396908,0.5257437,91 Samantha Philips,5,NA,NA,NA,17 Kristin Dudley,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 19:45:12,1,1,1,1,0.3268921,0.5067906,20 Danielle Walsh,8,23 Natalie Bova,20 Danielle Walsh,09 Sarah Hirannet,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 19:49:14,3,1,1,1,0.5217391,0.6611866,20 Danielle Walsh,6,01 Emily Shields,09 Sarah Hirannet,23 Natalie Bova,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 19:51:31,4,1,0,1,0.0080515295,0.54896355,04 Raha Mozaffari,7,05 Lindsay McKenna,15 Layne Dodge,08 Emma Soiles,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 19:55:01,6,1,1,0,0.74235106,0.66404575,23 Natalie Bova,12,NA,NA,NA,10 Andrea DeSabato,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 19:57:41,7,1,1,1,0.36392915,0.57255185,10 Andrea DeSabato,7,09 Sarah Hirannet,03 Rachel Alfano,22 Liz Hart,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:00:03,9,1,1,1,0.4879227,0.45103645,20 Danielle Walsh,6,01 Emily Shields,22 Liz Hart,23 Natalie Bova,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:03:31,10,1,0,1,0.053140096,0.73981416,04 Raha Mozaffari,8,11 Sara Liang,08 Emma Soiles,15 Layne Dodge,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:06:45,11,1,0,0,0.41223833,0.7505361,17 Allie Milligan,5,NA,NA,NA,24 Casey Gorman,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:08:52,11,2,0,0,0.52979064,0.4639028,11 Sara Liang,7,NA,NA,NA,08 Emma Soiles,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:10:53,11,3,0,1,0.85024154,0.31593996,17 Allie Milligan,4,17 Allie Milligan,08 Emma Soiles,33 Jana Graham,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:13:10,12,1,0,0,0.57004833,0.575411,08 Emma Soiles,0,NA,NA,NA,NA,NA,08 Emma Soiles
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:18:59,14,1,1,1,0.64412236,0.7126519,10 Andrea DeSabato,23,20 Danielle Walsh,23 Natalie Bova,03 Rachel Alfano,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:28:31,16,1,1,1,0.76650566,0.6368835,23 Natalie Bova,29,01 Emily Shields,22 Liz Hart,09 Sarah Hirannet,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:36:59,17,1,0,1,0.6763285,0.7712652,04 Raha Mozaffari,6,11 Sara Liang,08 Emma Soiles,33 Jana Graham,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:40:41,19,1,1,1,0.5072464,0.4817727,20 Danielle Walsh,7,20 Danielle Walsh,10 Andrea DeSabato,23 Natalie Bova,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:44:39,20,1,0,0,0.44766507,0.8091494,20 Danielle Walsh,6,NA,NA,NA,01 Emily Shields,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:53:57,21,1,1,1,0.23188406,0.7197999,10 Andrea DeSabato,22,23 Natalie Bova,20 Danielle Walsh,22 Liz Hart,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:58:16,22,1,0,0,0.2431562,0.6547534,04 Raha Mozaffari,4,NA,NA,NA,NA,33 Jana Graham,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:59:10,22,2,0,1,0.55233496,0.8277341,04 Raha Mozaffari,6,17 Allie Milligan,13 Kat Harper,24 Casey Gorman,NA,NA,NA
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 21:02:18,23,1,0,1,0.4074074,0.8305933,70 Benish Benjamin,10,23 Natalie Bova,20 Danielle Walsh,01 Emily Shields,NA,NA,NA
